Número de Ítem,Título,Autor,Año de publicación,Lugar de grabación/publicación,Género,Formato,Método de adquisición,Descripción,Archivo relacionado
1,Led Zeppelin,Led Zeppelin,1969,Londres,Rock anglo, Rock psicodélico, Blues,CD,Compra,Primer álbum estudio de la banda británica de rock Led Zeppelin. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/led-zeppelin-1.jpg
2,Led Zeppelin III,Led Zeppelin,1970,Londres,Rock anglo, Rock psicodélico,CD,Compra,Tercer álbum estudio de la banda británica de rock Led Zeppelin. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/led-zeppelin-3.jpg
3,Led Zeppelin IV,Led Zeppelin,1971,Londres,Rock anglo, Rock psicodélico,CD,Compra,Cuarto álbum estudio de la banda británica de rock Led Zeppelin. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/led-zeppelin-4.jpg
4,18 essential songs,Janis Joplin,1972,USA,Rock anglo, Rock psicodélico,CD,Regalo,Compilación de grandes exitos de la cantante estadounidense de rock Janis Joplin. Adquirido como regalo de cumpleaños,colección_de_musica/img/joplin.jpg
5,The dark side of the moon,Pink Floyd,1973,Londres,Rock anglo, Rock psicodélico, Rock experimental,CD,Herencia,Octavo álbum estudio de la banda británica de rock Pink Floyd. Adquirido como herencia de mi hermano al salir del país,colección_de_musica/img/dark-side.jpg
6,Back in Black,AC/DC,1980,New York,Rock anglo, Hard Rock,CD,Compra,Séptimo álbum de la banda autraliana de hard rock AC/DC. Adquirido en Panamericana, sede Cúcuta.,colección_de_musica/img/back-in-black.jpg
7,Hysteria,Def Lepard,1987,USA,Glam metal, Hard rock,CD,Trueque,Cuarto álbum estudio de la banda británica de hard rock Def Leppard. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/hysteria.jpg
9,Canción Animal,Soda Stereo,1990,USA,Rock en español,CD,Compra,Quinto álbum estudio de la banda argentina Soda Estereo. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/cancion-animal.jpg
10,Serious Hits… LIVE!,Phil Collins,1991,Reino Unido,Pop, Rock,Cassette,Trueque,Álbum en vivo del compositor británico Phil Collins grabado durante la gira <em>Seriously, Live! World Tour</em>. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/phil-collins.jpg
11,AC/DC Live,AC/DC,1992,Australia,Rock anglo, Hard Rock,CD,Trueque,Álbum en vivo de la banda de rock australiana AC/DC. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/ACDC-live.jpg
12,Out of time,R.E.M.,1992,USA,Rock alternativo, jangle pop,Cassette,Trueque,Séptimo álbum de la banda estadounidense R.E.M. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/out-of-time.jpg
8,The division bell,Pink Floyd,1994,Londres,Rock progresivo,CD,Compra,Decimocuarto álbum estudio de la banda británica Pink Floyd. Adquirido en Panamericana, sede Cúcuta,colección_de_musica/img/division-bell.jpg
13,The Greatest hits,INXS,1994,USA,Rock, Rock alternativo,CD,Regalo,Álbum recopilatorio de grandes éxitos del grupo de rock autraliano INXS. Adquirido como regalo de cumpleaños,colección_de_musica/img/INXS.jpg
14,Rock and roll music,Chuck Berry,1994,Barcelona (publicación),Rock and roll,CD,Trueque,Álbum compilatorio de grandes éxitos del compositor estadounidence de rock and roll Chuck Berry. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/berry.jpg
15,Before the experience,Jimi Hendrix,1994,Barcelona (publicación),Hard rock, Rock psicodélico, Blues rock, Rock ácido,CD,Trueque,Álbum compilatorio de grandes éxitos del guitarrista y cantante estadounidence de rock Jimi Hendrix. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/hendrix.jpg
16,Balance,Van Halen,1995,USA,Heavy metal, Hard rock,Cassette,Trueque,Décimo álbum estudio de la banda  estadounidense de hard rock Van Halen. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/balance.jpg
17,Hot Rocks I,The Rolling Stones,1995,Reino Unido,Rock,Cassette,Trueque,Sexto álbum recopilatorio de la banda británica The Rolling Stones. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/hot-rocks.jpg
18,Appetite for destruction,Guns N' Roses,1996,USA,Hard rock, Sleaze rock,CD,Compra,Álbum debut de la banda estadounidense de hard rock Guns N' Roses. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/appetite.jpg
19,Antichrist Svperstar,Marilyn Manson,1996,New Orleans,Industrial metal,CD,Trueque,Segundo álbum estudio de la banda estadounidense de rock Marilyn Manson. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/marilyn-manson.jpg
20,MTV Unplugged in New York,Nirvana,1996,New York,Folk rock, Rock alternativo,CD,Regalo,Álbum en vivo de la banda estadounidense de rock Nirvana. Adquirido como regalo de cumpleaños.,colección_de_musica/img/nirvana-cd.jpg
21,MTV Unplugged in New York,Nirvana,1996,New York,Folk rock, Rock alternativo,DVD,Regalo,Álbum en vivo de la banda estadounidense de rock Nirvana. Adquirido como regalo de cumpleaños.,colección_de_musica/img/nirvana-dvd.jpg
22,Las baladas,Hombres G,1996,México (publicación),Rock en español, pop,CD,Trueque,Álbum compilatorio de baladas de la banda española de rock Hombres G. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/hombresg.jpg
23,Pure rock ballads,Varios,1996,Reino Unido (publicación),Pop rock, Classic rock, Blues rock,CD,Trueque,Álbum compilatorio de baladas tradicionales del rock. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/pure-rock-ballads.jpg
24,El último concierto,Soda Stereo,1997,Buenos Aires, Argentina,Rock en español,CD,Regalo,Álbum en vivo del último concierto de la banda argentina de rock, Soda Stereo, antes de su separación. Adquirido como regalo de cumpleaños,colección_de_musica/img/ultimo-concierto.jpg
25,El último concierto,Soda Stereo,1997,Buenos Aires, Argentina,Rock en español,DVD,Regalo,Álbum en vivo del último concierto de la banda argentina de rock, Soda Stereo, antes de su separación. Adquirido como regalo de cumpleaños,colección_de_musica/img/ultimo-concierto.jpg
26,Remember rock,Varios,1997,Madrid, España (publicación),Rock and roll,CD,Trueque,Album compilatorio de grandes écxitos del rock and roll. Adquirido en un trueque con mi profesor de música,colección_de_musica/img/remember-rock.jpg
27,Los años maravillosos del Jazz I,Varios,1998,Colombia,Jazz,CD,Herencia,Primer volumen de colección de Jazz <em>Los maravillosos años</em>. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/maravilloso-jazz-1.jpg
28,Los años maravillosos del Jazz II,Varios,1998,Colombia,Jazz,CD,Herencia,Segundo volumen de colección de Jazz <em>Los maravillosos años</em>. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/maravilloso-jazz-2.jpg
29,Los años maravillosos del Jazz III,Varios,1998,Colombia,Jazz,CD,Herencia,Tercer volumen de colección de Jazz <em>Los maravillosos años</em>. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/maravilloso-jazz-3.jpg
30,Bocanada,Gustavo Cerati,1999,Buenos Aires, Argentina,Rock en español, Art rock, electrónica, Dream pop, Trip pop, Rock espacial,CD,Herencia,Segundo álbum solista del cantautor argentino de rock Gustavo Cerati. Adquirido como herencia de mi hermano al salir del país,colección_de_musica/img/bocanada.jpg
31,1,The Beatles,2000,Reino Unido,Pop rock, Rock psicodélico,CD,Herencia,Álbum compilatorio de la banda británica de rock The Beatles. Adquirido como herencia de mi hermano al salir del país,colección_de_musica/img/beatles.jpg
32,Big Band y Glenn Miller: The universal collection I,Varios,2000,Barcelona (publicación),Jazz,CD,Herencia,Primer volumen de colección de Jazz <em>The universal collection</em>. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/universal-collection-1.jpg
33,Big Band y Glenn Miller: The universal collection II,Varios,2000,Barcelona (publicación),Jazz,CD,Herencia,Segundo volumen de colección de Jazz <em>The universal collection</em>. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/universal-collection-2.jpg
34,Toxicity,System of a Down,2001,USA,Rock alternativo, Heavy metal, New metal,CD,Regalo,Segundo álbum estudio de la banda armenia de hard rock System of a Down. Adquirido como regalo de cumpleaños,colección_de_musica/img/toxicity.jpg
35,O, Yeah! Ultimate Aerosmith hits I,Aerosmith,2002,USA,Hard rock,CD,Regalo,Segundo volumen de la colección de grandes éxitos de la banda estadounidense Aerosmith. Adquirido como regalo de cumpleaños,colección_de_musica/img/oyeah1.jpg
36,O, Yeah! Ultimate Aerosmith hits II,Aerosmith,2002,USA,Hard rock,CD,Regalo,Primer volumen de la colección de grandes éxitos de la banda estadounidense Aerosmith. Adquirido como regalo de cumpleaños,colección_de_musica/img/oyeah2.jpg
37,Satchmo,Louis Armstrong,2003,Colombia,Jazz,CD,Regalo,Álbum compilatorio de grandes éxitos del cantante y trompetista estadounidense Louis Armstrong. Adquirido como regalo de cumpleaños,colección_de_musica/img/armstrong.jpg
38,Cafe New York: Classic sounds of New York City,Varios,2006,Argentina (publicación),Jazz,CD,Compra,Álbum compilatorio de Jazz con temática de sonidos clásicos del género en la antigua NYC. Adquirido en la Librería Nacional del Centro Comercial Unicentro, Bogotá,colección_de_musica/img/café-new-york.jpg
39,I *heart* Jazz,Varios,2006,Buenos Aires, Argentina (publicación),Jazz,CD,Herencia,Álbum compilatorio de Jazz. Adquirido como herencia de mi papá cuando me mudé de Cúcuta a Bogotá,colección_de_musica/img/heart-jazz.jpg
40,Ahí vamos,Gustavo Cerati,2006,Buenos Aires y New York,Hard rock, Pop rock, Rock alternativo, Rock progresivo, Power pop,CD,Compra,Cuarto álbum estudio del cantautor argentino Gustavo Cerati. Adquirido en una pequeña disco-tienda ubicada en el centro de San Cristobal, Venezuela,colección_de_musica/img/ahí-vamos.jpg
41,In concert,Led Zeppelin,2007,Colombia (publicación),Hard rock, Blues rock, Folk rock,CD,Regalo,Álbum compilatorio de grandes éxitos grabados en vivo por la banda británica de hard rock Led Zeppelin. Adquirido como regalo de cumpleaños,colección_de_musica/img/in-concert.jpg
42,19,Adele,2008,Londes y Los Angeles,Pop, Soul, Rhythm and Blues, R&B contemporáneo,CD,Regalo,Álbum debut de la cantautora británica Adele. Adquirido como regalo de cumpleaños,colección_de_musica/img/19.jpg
43,Brand new eyes,Paramore,2009,California,Rock alternativo, Pop punk,CD,Compra,Tercer álbum de la banda estadounidense de rock alternativo Paramore. Adquirido en Panamericana, sede Cúcuta. ,colección_de_musica/img/brand-new-eyes.jpg
44,Honkin' on Bobo,Aerosmith,2010,USA,Hard rock,CD,Regalo,Decimocuarto álbum estudio de la banda estadounidense de rock Aerosmith. Adquirido como regalo de cumpleaños,colección_de_musica/img/honkin-on-bobo.jpg
45,Sale el sol,Shakira,2010,USA,Pop, pop latino, merengue, baladas, rock en español,CD,Herencia,Noveno álbum de la cantautora colombiana Shakira. Adquirido como herencia de mi mamá cuando me mudé de Cúcuta a Bogotá.,colección_de_musica/img/sale-el-sol.jpg
46,Slash,Slash, Varios,2010,USA,Rock, Hard rock, Blues rock,CD,Compra,Primer álbum estudio del guitarrista Slash como solista. Adquirido en Panamericana, sede Cúcuta,colección_de_musica/img/slash.jpg
47,21,Adele,2011,Londes y Los Angeles,Pop, Soul, Rhythm and Blues, R&B contemporáneo,CD,Compra,Tercer álbum estudio de la cantautora británica Adele. Adquirido en Panamericana, sede Cúcuta.,colección_de_musica/img/21.jpg
48,Icon,The Cranberries,2011,Reino Unido,Rock alternativo, Pop rock,CD,Regalo,Álbum compilatorio de grandes éxitos de la banda irlandesa de rock The Cranberries Adquirido como regalo de cumpleaños,colección_de_musica/img/icon.jpg
49,En vivo!,Iron Maiden,2012,Chile,Hard rock, Heavy metal, Rock progresivo,CD,Compra,Álbum compilatorio grabado en el Estadio Nacional de Santiago de Chile, por la banda británica de heavy metal. Adquirido en Panamericana, sede Cúcuta,colección_de_musica/img/iron-maiden.jpg
50,Hecho a mano,Monsieur Periné,2012,Colombia,Suin a la colombiana, Gypsy jazz,CD,Compra,Álbum debut de la banda colombiana Monsieur Periné. Adquirido en Panamericana, sede Cúcuta,colección_de_musica/img/hecho-a-mano.jpg
51,En directo desde el teatro Arriaga,Fito y Fitipaldis,2014,Bilbao, País Vasco,Rock,CD,Compra,Tercer álbum grabado en vivo de la banda vasca de rock en español Fito y Fitipaldis. Adquirido en Amazon.es,colección_de_musica/img/teatro-arriaga.jpg
52,25,Adele,2015,Londes y Los Angeles,Pop, Soul, Rhythm and Blues, R&B contemporáneo,CD,Compra,Tercer álbum de la cantautora británica Adele. Adquirido en Panamericana, sede Cúcuta,colección_de_musica/img/25.jpg
